node,group,url,rss,twitter,facebook,weight,comments
Faits & Documents,Nationalistes,https://www.faitsetdocuments.com,,,https://www.facebook.com/FaitsetDocuments,,
Henry de Lesquen,Nationalistes,https://lesquen.fr,,,,,
Jeune Nation,Nationalistes,https://www.jeune-nation.com,https://www.jeune-nation.com/feed,https://twitter.com/JeuneNation,,,
Les Amis de Robert Brasillach,Nationalistes,http://arb6245.over-blog.net,http://arb6245.over-blog.net/rss,,,,
Les Nationalistes,Nationalistes,https://www.les-nationalistes.com,https://www.les-nationalistes.com/feed,https://twitter.com/nationalistesfr,https://www.facebook.com/nationalistesfr,,
Mouvement Nation,Nationalistes,https://www.nation.be,https://www.nation.be/feed,https://twitter.com/nation_tweet,https://www.facebook.com/MOUVEMENTNATION,,
Mouvement National-Démocrate,Nationalistes,https://www.natdem.fr,,https://twitter.com/NatDem_Fr,https://www.facebook.com/NatDem.fr,,
Parti de la France,Nationalistes,https://www.parti-de-la-france.fr,https://www.parti-de-la-france.fr/feed,,https://www.facebook.com/lepartidelafrancecompteofficiel,,
Revue Militant,Nationalistes,,,,https://www.facebook.com/revuemilitant,,
Rivarol,Nationalistes,https://www.rivarol.com,,,https://www.facebook.com/profile.php?id=100052177364582,,
Sans Concession,Nationalistes,https://www.sansconcession.org,,,,,Retiré des flux RSS
Synthèse nationale,Nationalistes,http://synthesenationale.hautetfort.com,http://synthesenationale.hautetfort.com/index.rss,https://twitter.com/SyntheseNatio,https://www.facebook.com/profile.php?id=100063736590798,,
Librairie française,Nationalistes,http://www.librairiefrancaise.fr,,https://twitter.com/Librairie_fr,https://www.facebook.com/librairiefr,,
Arts Enracinés,Nationalistes,https://arts-enracines.fr,,https://twitter.com/AEnracines,https://www.facebook.com/ArtsEnracines,,
Égalite & Réconciliation,Nationaux-révolutionnaires,https://www.egaliteetreconciliation.fr,https://www.egaliteetreconciliation.fr/spip.php?page=backend,,,,
Geopolitica.ru,Nationaux-révolutionnaires,https://www.geopolitika.ru/fr,,https://twitter.com/geopolitica_FR,https://www.facebook.com/GeopoliticaFR,,Retiré des flux RSS
Katehon,Nationaux-révolutionnaires,https://katehon.com/fr,,,https://www.facebook.com/katehoncomnews,,Retiré des flux RSS
Rébellion Osre,Nationaux-révolutionnaires,https://rebellion-sre.fr,https://rebellion-sre.fr/feed,https://twitter.com/LouisAl67967642,https://www.facebook.com/rebellion.osre,,
Réfléchir & Agir,Nationaux-révolutionnaires,https://reflechiretagir.com,https://reflechiretagir.com/feed,,https://www.facebook.com/profile.php?id=100083135652520,,
Réseau Voltaire,Nationaux-révolutionnaires,https://www.voltairenet.org,https://www.voltairenet.org/spip.php?page=backend&id_secteur=1110&lang=fr,https://twitter.com/reseauvoltaire,https://www.facebook.com/reseauvoltaire,,Retiré des flux RSS
Strategika,Nationaux-révolutionnaires,https://strategika.fr,,https://twitter.com/strategikafr,https://www.facebook.com/strategika.fr,,Retiré des flux RSS
Voxnr,Nationaux-révolutionnaires,https://www.voxnr.fr,,,https://www.facebook.com/voxnr,,Retiré des flux RSS
Librairie Vincent,Nationaux-révolutionnaires,https://librairie-vincent.com,,https://twitter.com/LibrVincent,https://www.facebook.com/LibrairieVincent,,
Les Orwelliens,Souverainistes,https://comiteorwell.net,https://comiteorwell.net/feed,https://twitter.com/LesOrwelliens,https://www.facebook.com/ComiteOrwell,,
Académie de Géopolitique de Paris,Souverainistes,https://www.academiedegeopolitiquedeparis.com,https://www.academiedegeopolitiquedeparis.com/feed,https://twitter.com/rastbeen,https://www.facebook.com/academiedegeopolitiquedeparis,,
Association Dialogue Franco-Russe,Souverainistes,https://dialoguefrancorusse.com,https://dialoguefrancorusse.com/feed,https://twitter.com/dfr_paris,https://www.facebook.com/dialoguefrancorusse,,
Cercle Aristote,Souverainistes,https://cerclearistote.fr,https://cerclearistote.fr/feed,https://twitter.com/Cercle_Aristote,https://www.facebook.com/lecerclearistote,,
Conflits,Souverainistes,https://www.revueconflits.com,,https://twitter.com/revueconflits,https://www.facebook.com/revueconflits,,Retiré des flux RSS
Front Populaire,Souverainistes,https://frontpopulaire.fr,https://frontpopulaire.fr/rss,https://twitter.com/FrontPopOff,https://www.facebook.com/FrontPopLarevue,,
Gavroche,Souverainistes,https://gavrochemedia.fr,https://gavrochemedia.fr/feed,https://twitter.com/Gavroche_media,https://www.facebook.com/gavrochemedia,,
Institut Humanisme Total,Souverainistes,https://instituthumanismetotal.fr,,https://twitter.com/IHT_fr,https://www.facebook.com/InstitutHumanismeTotal,,
Investig'Action,Souverainistes,https://www.investigaction.net,https://www.investigaction.net/fr/feed/rss,https://twitter.com/InvestigAction,https://www.facebook.com/InvestigAction,,
Le Média pour Tous,Souverainistes,https://lemediapourtous.fr,,https://twitter.com/lemediapourtous,https://www.facebook.com/LeMediaPourTous,,Retiré des flux RSS
Reprenons le contrôle !,Souverainistes,https://reprenonslecontrole.fr,https://reprenonslecontrole.fr/feed,https://twitter.com/RLC_officiel,https://www.facebook.com/reprenonslecontrole,,
Les Crises,Souverainistes,https://www.les-crises.fr,,https://twitter.com/lescrises,https://www.facebook.com/les.crises,,Retiré des flux RSS
Les Econoclastes,Souverainistes,https://leseconoclastes.fr,,https://twitter.com/leseconoclastes,https://www.facebook.com/leseconoclastes,,Retiré des flux RSS
Les Patriotes,Souverainistes,https://les-patriotes.fr,https://les-patriotes.fr/feed,https://twitter.com/f_philippot,https://www.facebook.com/philippot.f,,
Paris-Berlin-Moscou,Souverainistes,https://www.paris-berlin-moscou.org,https://www.paris-berlin-moscou.org/feed,https://twitter.com/AxePBM,,,
Stratpol,Souverainistes,https://stratpol.com,,https://twitter.com/stratpol_site,https://www.facebook.com/stratpol,,Retiré des flux RSS
UPR,Souverainistes,https://www.upr.fr,https://www.upr.fr/feed,https://twitter.com/UPR_Officiel,https://www.facebook.com/upr.francoisasselineau,,
Visegrád Post,Souverainistes,https://visegradpost.com,,https://twitter.com/Visegrad_PostFR,https://www.facebook.com/visegradpostfr,,Retiré des flux RSS
